celebrity_name,season,season_rule,placement,results,cumulative_total_score,overall_avg_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score
Mirai Nagasu,26,Percentage,4,Eliminated Week 3,95.0,6.416666666666667,23.0,7.666666666666667,37.0,9.25,35.0,8.75,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Tonya Harding,26,Percentage,3,3rd Place,119.0,8.5,23.0,7.666666666666667,33.0,8.25,35.0,8.75,28.0,9.333333333333334,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Josh Norman,26,Percentage,2,2nd Place,122.0,8.71875,24.0,8.0,31.5,7.875,38.0,9.5,28.5,9.5,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Adam Rippon,26,Percentage,1,1st Place,131.0,9.291666666666666,24.0,8.0,37.0,9.25,41.0,10.25,29.0,9.666666666666666,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Juan Pablo Di Pace,27,Percentage,5,Eliminated Week 8,219.0,8.11111111111111,22.0,7.333333333333333,26.0,8.666666666666666,30.0,10.0,24.0,8.0,29.0,9.666666666666666,30.0,10.0,28.0,9.333333333333334,30.0,10.0,0.0,0.0,0.0,,0.0,
Evanna Lynch,27,Percentage,3,3rd Place,234.5,8.685185185185183,18.0,6.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,29.5,9.833333333333334,29.0,9.666666666666666,30.0,10.0,0.0,,0.0,
Nancy McKeon,27,Percentage,11,Eliminated Week 3,62.0,2.296296296296296,19.5,6.5,20.5,6.833333333333333,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
John Schneider,27,Percentage,8,Eliminated Week 7,151.5,5.611111111111111,18.0,6.0,21.5,7.166666666666667,21.0,7.0,21.0,7.0,24.0,8.0,19.0,6.333333333333333,27.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Milo Manheim,27,Percentage,2,2nd Place,245.5,9.092592592592592,20.0,6.666666666666667,26.0,8.666666666666666,27.0,9.0,29.0,9.666666666666666,27.0,9.0,30.0,10.0,29.0,9.666666666666666,27.5,9.166666666666666,30.0,10.0,0.0,,0.0,
Danelle Umstead,27,Percentage,12,Eliminated Week 2,36.5,1.351851851851852,18.0,6.0,18.5,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Mary Lou Retton,27,Percentage,9,Eliminated Week 6,142.0,5.2592592592592595,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,25.0,8.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
DeMarcus Ware,27,Percentage,7,Eliminated Week 7,173.0,6.407407407407407,23.0,7.666666666666667,23.5,7.833333333333333,26.0,8.666666666666666,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,26.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,,0.0,
Nikki Glaser,27,Percentage,13,Eliminated Week 1,17.5,0.6481481481481481,17.5,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Bobby Bones,27,Percentage,1,1st Place,201.5,7.462962962962964,20.0,6.666666666666667,19.5,6.5,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,26.5,8.833333333333334,22.5,7.5,27.0,9.0,0.0,,0.0,
Tinashe,27,Percentage,10,Eliminated Week 4,102.0,3.7777777777777777,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Alexis Ren,27,Percentage,4,4th Place,238.5,8.833333333333334,22.0,7.333333333333333,24.5,8.166666666666666,26.0,8.666666666666666,25.0,8.333333333333334,29.0,9.666666666666666,27.0,9.0,27.5,9.166666666666666,29.0,9.666666666666666,28.5,9.5,0.0,,0.0,
Joe Amabile,27,Percentage,6,Eliminated Week 8,150.0,5.555555555555555,14.0,4.666666666666667,17.5,5.833333333333333,18.0,6.0,15.0,5.0,17.0,5.666666666666667,22.0,7.333333333333333,23.5,7.833333333333333,23.0,7.666666666666667,0.0,0.0,0.0,,0.0,
Kate Flannery,28,Ranking_JudgeSave,7,Eliminated Week 8,186.9998,5.469690909090909,15.0,5.0,21.0,7.0,24.0,8.0,26.0,6.5,24.0,8.0,27.0,9.0,24.0,8.0,25.9998,8.6666,0.0,0.0,0.0,0.0,0.0,0.0
James Van Der Beek,28,Ranking_JudgeSave,5,Eliminated Week 10,265.4998,7.5606,21.0,7.0,20.0,6.666666666666667,23.0,7.666666666666667,28.0,7.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,31.9998,10.6666,36.0,9.0,25.5,8.5,0.0,0.0
Kel Mitchell,28,Ranking_JudgeSave,2,2nd Place,290.4998,8.28029696969697,16.0,5.333333333333333,20.0,6.666666666666667,20.0,6.666666666666667,32.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,25.5,8.5,29.9998,9.999933333333333,37.0,9.25,28.5,9.5,29.5,9.833333333333334
Ray Lewis,28,Ranking_JudgeSave,11,Withdrew,30.0,0.9090909090909091,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,28,Ranking_JudgeSave,10,Eliminated Week 4,55.0,1.515151515151515,11.0,3.6666666666666665,12.0,4.0,12.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sailor Brinkley-Cook,28,Ranking_JudgeSave,9,Eliminated Week 6,141.0,4.037878787878788,18.0,6.0,18.0,6.0,23.0,7.666666666666667,31.0,7.75,24.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Spicer,28,Ranking_JudgeSave,6,Eliminated Week 9,170.0,4.803030303030303,12.0,4.0,16.0,5.333333333333333,15.0,5.0,21.0,5.25,19.0,6.333333333333333,21.0,7.0,21.0,7.0,20.0,6.666666666666667,25.0,6.25,0.0,0.0,0.0,0.0
Mary Wilson,28,Ranking_JudgeSave,12,Eliminated Week 2,32.0,0.9696969696969698,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Alaina,28,Ranking_JudgeSave,4,4th Place,280.5,7.992424242424241,19.0,6.333333333333333,19.0,6.333333333333333,20.0,6.666666666666667,32.0,8.0,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,24.0,8.0,35.0,8.75,27.0,9.0,28.5,9.5
Ally Brooke,28,Ranking_JudgeSave,3,3rd Place,300.5,8.56060606060606,16.0,5.333333333333333,20.0,6.666666666666667,24.0,8.0,32.0,8.0,27.0,9.0,25.0,8.333333333333334,27.0,9.0,30.0,10.0,40.0,10.0,29.5,9.833333333333334,30.0,10.0
Karamo Brown,28,Ranking_JudgeSave,8,Eliminated Week 7,150.5,4.348484848484848,17.0,5.666666666666667,19.0,6.333333333333333,16.0,5.333333333333333,28.0,7.0,21.0,7.0,25.0,8.333333333333334,24.5,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Brown,28,Ranking_JudgeSave,1,1st Place,294.4998,8.412872727272728,20.0,6.666666666666667,24.0,8.0,21.0,7.0,32.0,8.0,25.0,8.333333333333334,24.0,8.0,26.0,8.666666666666666,30.9998,10.333266666666667,35.5,8.875,27.0,9.0,29.0,9.666666666666666
Anne Heche,29,Ranking_JudgeSave,13,Eliminated Week 4,72.0,2.1818181818181817,18.0,6.0,18.0,6.0,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Metcalfe,29,Ranking_JudgeSave,12,Eliminated Week 5,98.0,2.96969696969697,18.0,6.0,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chrishell Stause,29,Ranking_JudgeSave,8,Eliminated Week 8,171.0,5.181818181818182,13.0,4.333333333333333,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,19.0,6.333333333333333,24.0,8.0,26.0,8.666666666666666,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Skai Jackson,29,Ranking_JudgeSave,5,Eliminated Week 10,235.4996,7.136351515151515,21.0,7.0,15.0,5.0,18.0,6.0,28.0,9.333333333333334,24.0,8.0,18.0,6.0,27.0,9.0,26.9998,8.999933333333333,28.9998,9.6666,28.5,9.5,0.0,0.0
Justina Machado,29,Ranking_JudgeSave,4,4th Place,275.9996,8.363624242424244,21.0,7.0,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,28.9998,9.6666,25.9998,8.6666,29.0,9.666666666666666,30.0,10.0
Charles Oakley,29,Ranking_JudgeSave,15,Eliminated Week 2,27.0,0.8181818181818182,12.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veron Davis,29,Ranking_JudgeSave,11,Eliminated Week 6,121.0,3.666666666666667,17.0,5.666666666666667,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,21.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Weir,29,Ranking_JudgeSave,6,Eliminated Week 10,250.5,7.590909090909091,18.0,6.0,18.0,6.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,22.0,7.333333333333333,27.0,9.0,30.0,10.0,30.0,10.0,28.5,9.5,0.0,0.0
Nev Schulman,29,Ranking_JudgeSave,2,2nd Place,289.9998,8.787872727272728,20.0,6.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,30.0,10.0,30.0,10.0,28.9998,9.6666,30.0,10.0,30.0,10.0
AJ McLean,29,Ranking_JudgeSave,7,Eliminated Week 9,210.9998,6.393933333333334,18.0,6.0,19.0,6.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,27.0,9.0,24.9998,8.333266666666667,0.0,0.0,0.0,0.0
Nelly,29,Ranking_JudgeSave,3,3rd Place,252.5,7.6515151515151505,16.0,5.333333333333333,18.0,6.0,18.0,6.0,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,28.5,9.5
Kaitlyn Bristowe,29,Ranking_JudgeSave,1,1st Place,286.0,8.666666666666668,20.0,6.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,25.0,8.333333333333334,27.0,9.0,27.0,9.0,24.0,8.0,28.0,9.333333333333334,30.0,10.0,30.0,10.0,30.0,10.0
Carole Baskin,29,Ranking_JudgeSave,14,Eliminated Week 3,39.0,1.1818181818181819,11.0,3.6666666666666665,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monica Aldama,29,Ranking_JudgeSave,10,Eliminated Week 7,155.0,4.696969696969696,19.0,6.333333333333333,16.0,5.333333333333333,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeannie Mai,29,Ranking_JudgeSave,9,Withdrew,153.0,4.636363636363637,18.0,6.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Kove,30,Ranking_JudgeSave,15,Eliminated Week 2,28.0,0.7,13.0,3.25,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brian Austin Green,30,Ranking_JudgeSave,13,Eliminated Week 4,92.0,2.458333333333333,24.0,6.0,23.0,5.75,19.0,6.333333333333333,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Melora Hardin,30,Ranking_JudgeSave,6,Eliminated Week 9,298.5,7.654166666666667,26.0,6.5,27.0,6.75,23.0,7.666666666666667,36.5,9.125,36.0,9.0,34.0,8.5,38.0,9.5,42.0,10.5,36.0,9.0,0.0,0.0,0.0,
Matt James,30,Ranking_JudgeSave,12,Eliminated Week 4,94.5,2.529166666666667,24.0,6.0,22.0,5.5,20.0,6.666666666666667,28.5,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Mike ""The Miz"" Mizanin",30,Ranking_JudgeSave,9,Eliminated Week 7,202.5,5.245833333333333,24.0,6.0,26.0,6.5,22.0,7.333333333333333,32.5,8.125,32.0,8.0,34.0,8.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Suni Lee,30,Ranking_JudgeSave,5,Eliminated Week 9,296.5,7.5875,28.0,7.0,28.0,7.0,21.0,7.0,34.0,8.5,36.0,9.0,36.0,9.0,34.0,8.5,42.0,10.5,37.5,9.375,0.0,0.0,0.0,
Iman Shumpert,30,Ranking_JudgeSave,1,1st Place,311.0,7.933333333333333,21.0,5.25,25.0,6.25,19.0,6.333333333333333,31.5,7.875,28.0,7.0,40.0,10.0,34.0,8.5,35.0,8.75,37.5,9.375,40.0,10.0,0.0,
Cody Rigsby,30,Ranking_JudgeSave,3,3rd Place,310.5,7.9125,24.0,6.0,24.0,6.0,18.0,6.0,29.0,7.25,32.0,8.0,36.0,9.0,36.0,9.0,38.0,9.5,35.5,8.875,38.0,9.5,0.0,
Melanie C,30,Ranking_JudgeSave,11,Eliminated Week 5,148.0,3.883333333333333,27.0,6.75,30.0,7.5,22.0,7.333333333333333,33.0,8.25,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jimmie Allen,30,Ranking_JudgeSave,7,Eliminated Week 8,243.5,6.254166666666667,22.0,5.5,27.0,6.75,20.0,6.666666666666667,32.5,8.125,34.0,8.5,38.0,9.5,38.0,9.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,
Olivia Jade,30,Ranking_JudgeSave,8,Eliminated Week 8,261.0,6.725,25.0,6.25,27.0,6.75,24.0,8.0,35.0,8.75,36.0,9.0,36.0,9.0,42.0,10.5,36.0,9.0,0.0,0.0,0.0,0.0,0.0,
JoJo Siwa,30,Ranking_JudgeSave,2,2nd Place,359.0,9.175,29.0,7.25,31.0,7.75,24.0,8.0,35.0,8.75,40.0,10.0,40.0,10.0,39.0,9.75,41.0,10.25,40.0,10.0,40.0,10.0,0.0,
Christine Chiu,30,Ranking_JudgeSave,14,Eliminated Week 3,70.0,1.925,25.0,6.25,24.0,6.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kenya Moore,30,Ranking_JudgeSave,10,Eliminated Week 6,168.5,4.3875,26.0,6.5,24.0,6.0,21.0,7.0,29.5,7.375,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Amanda Kloots,30,Ranking_JudgeSave,4,4th Place,349.5,8.9375,28.0,7.0,32.0,8.0,24.0,8.0,34.0,8.5,39.0,9.75,38.0,9.5,34.0,8.5,42.0,10.5,39.5,9.875,39.0,9.75,0.0,
Jason Lewis,31,Ranking_JudgeSave,16,Eliminated Week 1,18.0,0.45,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cheryl Ladd,31,Ranking_JudgeSave,14,Eliminated Week 3,66.0,1.65,21.0,5.25,21.0,5.25,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Selma Blair,31,Ranking_JudgeSave,12,Withdrew,156.0,3.9,28.0,7.0,28.0,7.0,28.0,7.0,32.0,8.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joseph Baena,31,Ranking_JudgeSave,11,Eliminated Week 5,139.0,3.475,23.0,5.75,24.0,6.0,29.0,7.25,28.0,7.0,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trevor Donovan,31,Ranking_JudgeSave,6,Eliminated Week 9,286.5,7.1625,21.0,5.25,30.0,7.5,27.0,6.75,28.0,7.0,36.0,9.0,34.0,8.5,39.0,9.75,39.0,9.75,32.5,8.125,0.0,0.0,0.0,
Daniel Durant,31,Ranking_JudgeSave,5,Eliminated Week 9,293.5,7.3375,27.0,6.75,29.0,7.25,31.0,7.75,29.0,7.25,33.5,8.375,34.0,8.5,36.5,9.125,39.0,9.75,34.5,8.625,0.0,0.0,0.0,
Wayne Brady,31,Ranking_JudgeSave,3,3rd Place,362.5,9.0625,29.0,7.25,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,34.0,8.5,38.0,9.5,45.0,11.25,36.5,9.125,38.0,9.5,0.0,
Sam Champion,31,Ranking_JudgeSave,13,Eliminated Week 4,96.0,2.4,20.0,5.0,26.0,6.5,25.0,6.25,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jessie James Decker,31,Ranking_JudgeSave,10,Eliminated Week 6,170.0,4.25,20.0,5.0,25.0,6.25,26.0,6.5,31.0,7.75,36.0,9.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jordin Sparks,31,Ranking_JudgeSave,9,Eliminated Week 7,220.0,5.5,26.0,6.5,27.0,6.75,29.0,7.25,34.0,8.5,35.5,8.875,34.0,8.5,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Heidi D'Amelio,31,Ranking_JudgeSave,8,Eliminated Week 8,263.0,6.575,24.0,6.0,28.0,7.0,32.0,8.0,34.0,8.5,39.0,9.75,36.0,9.0,35.0,8.75,35.0,8.75,0.0,0.0,0.0,0.0,0.0,
Charli D'Amelio,31,Ranking_JudgeSave,1,1st Place,379.0,9.475,32.0,8.0,32.0,8.0,33.0,8.25,36.0,9.0,42.0,10.5,40.0,10.0,39.0,9.75,45.0,11.25,40.0,10.0,40.0,10.0,0.0,
Teresa Giudice,31,Ranking_JudgeSave,15,Eliminated Week 2,43.0,1.075,20.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vinny Guadagnino,31,Ranking_JudgeSave,7,Eliminated Week 8,215.5,5.3875,17.0,4.25,27.0,6.75,23.0,5.75,29.0,7.25,31.0,7.75,28.0,7.0,31.5,7.875,29.0,7.25,0.0,0.0,0.0,0.0,0.0,
Shangela,31,Ranking_JudgeSave,4,4th Place,345.5,8.6375,28.0,7.0,28.0,7.0,30.0,7.5,32.0,8.0,38.5,9.625,36.0,9.0,36.5,9.125,42.0,10.5,36.5,9.125,38.0,9.5,0.0,
Gabby Windey,31,Ranking_JudgeSave,2,2nd Place,362.5,9.0625,28.0,7.0,32.0,8.0,33.0,8.25,36.0,9.0,41.0,10.25,37.0,9.25,35.5,8.875,40.0,10.0,40.0,10.0,40.0,10.0,0.0,
Jamie Lynn Spears,32,Ranking_JudgeSave,13,Eliminated Week 2,31.0,0.9393939393939393,15.0,5.0,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mira Sorvino,32,Ranking_JudgeSave,10,Eliminated Week 5,104.0,2.9545454545454546,17.0,5.666666666666667,18.0,6.0,26.0,6.5,21.0,7.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barry Williams,32,Ranking_JudgeSave,7,Eliminated Week 8,197.5,5.041666666666666,16.0,5.333333333333333,15.0,5.0,25.0,6.25,18.0,6.0,24.0,8.0,32.0,8.0,32.5,8.125,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0
Alyson Hannigan,32,Ranking_JudgeSave,5,5th Place,281.0,7.318181818181817,13.0,4.333333333333333,19.0,6.333333333333333,24.0,6.0,18.0,6.0,21.0,7.0,31.0,7.75,35.0,8.75,36.0,9.0,32.0,8.0,25.5,8.5,26.5,8.833333333333334
Xochitl Gomez,32,Ranking_JudgeSave,1,1st Place,349.0,9.121212121212123,18.0,6.0,24.0,8.0,32.0,8.0,27.0,9.0,28.0,9.333333333333334,42.0,10.5,37.0,9.25,40.0,10.0,41.0,10.25,30.0,10.0,30.0,10.0
Adrian Peterson,32,Ranking_JudgeSave,11,Eliminated Week 4,76.0,2.1363636363636362,18.0,6.0,15.0,5.0,22.0,5.5,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Walsh,32,Ranking_JudgeSave,14,Eliminated Week 1,12.0,0.36363636363636365,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Beckford,32,Ranking_JudgeSave,12,Eliminated Week 3,50.0,1.3636363636363635,12.0,4.0,18.0,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Mraz,32,Ranking_JudgeSave,2,2nd Place,339.5,8.886363636363637,21.0,7.0,24.0,8.0,34.0,8.5,24.0,8.0,27.0,9.0,39.0,9.75,36.0,9.0,33.0,8.25,43.0,10.75,28.5,9.5,30.0,10.0
Lele Pons,32,Ranking_JudgeSave,8,Eliminated Week 7,186.5,4.890151515151515,19.0,6.333333333333333,21.0,7.0,27.0,6.75,22.0,7.333333333333333,24.0,8.0,37.0,9.25,36.5,9.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Jowsey,32,Ranking_JudgeSave,6,Eliminated Week 9,209.0,5.25,12.0,4.0,15.0,5.0,24.0,6.0,21.0,7.0,18.0,6.0,29.0,7.25,32.0,8.0,28.0,7.0,30.0,7.5,0.0,0.0,0.0,0.0
Mauricio Umansky,32,Ranking_JudgeSave,9,Eliminated Week 6,126.0,3.3939393939393936,15.0,5.0,12.0,4.0,23.0,5.75,19.0,6.333333333333333,24.0,8.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charity Lawson,32,Ranking_JudgeSave,4,4th Place,337.0,8.825757575757576,22.0,7.333333333333333,21.0,7.0,32.0,8.0,24.0,8.0,28.0,9.333333333333334,38.0,9.5,36.0,9.0,39.0,9.75,38.0,9.5,29.5,9.833333333333334,29.5,9.833333333333334
Ariana Madix,32,Ranking_JudgeSave,3,3rd Place,339.5,8.840909090909092,21.0,7.0,20.0,6.666666666666667,34.0,8.5,25.0,8.333333333333334,24.0,8.0,41.0,10.25,37.0,9.25,42.0,10.5,37.0,9.25,29.0,9.666666666666666,29.5,9.833333333333334
Tori Spelling,33,Ranking_JudgeSave,12,Eliminated Week 2,36.0,1.3333333333333333,17.0,5.666666666666667,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Eric Roberts,33,Ranking_JudgeSave,10,Eliminated Week 3,53.0,1.75,15.0,5.0,15.0,5.0,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Reginald VelJohnson,33,Ranking_JudgeSave,10,Eliminated Week 3,52.0,1.7314814814814814,16.0,5.333333333333333,15.0,5.0,21.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Chandler Kinney,33,Ranking_JudgeSave,3,3rd Place,261.5,9.069444444444445,23.0,7.666666666666667,24.0,8.0,34.5,8.625,32.0,8.0,27.0,9.0,32.0,10.666666666666666,30.0,10.0,29.0,9.666666666666666,30.0,10.0,0.0,,0.0,
Dwight Howard ,33,Ranking_JudgeSave,6,Eliminated Week 7,178.0,6.083333333333333,22.0,7.333333333333333,22.0,7.333333333333333,26.0,6.5,29.0,7.25,24.0,8.0,31.0,10.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Danny Amendola,33,Ranking_JudgeSave,5,5th Place,241.0,8.314814814814815,20.0,6.666666666666667,21.0,7.0,30.0,7.5,36.0,9.0,25.5,8.5,28.0,9.333333333333334,25.5,8.5,27.0,9.0,28.0,9.333333333333334,0.0,,0.0,
Stephen Nedoroscik,33,Ranking_JudgeSave,4,4th Place,242.0,8.37037037037037,21.0,7.0,22.0,7.333333333333333,31.0,7.75,33.0,8.25,24.0,8.0,28.0,9.333333333333334,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,0.0,,0.0,
Ilona Maher,33,Ranking_JudgeSave,2,2nd Place,232.0,8.037037037037036,18.0,6.0,21.0,7.0,28.0,7.0,32.0,8.0,26.0,8.666666666666666,24.0,8.0,26.0,8.666666666666666,28.5,9.5,28.5,9.5,0.0,,0.0,
Anna Delvey,33,Ranking_JudgeSave,12,Eliminated Week 2,35.0,1.2962962962962965,18.0,6.0,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Brooks Nader,33,Ranking_JudgeSave,9,Eliminated Week 4,100.5,3.1435185185185186,18.0,6.0,20.0,6.666666666666667,30.5,7.625,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Phaedra Parks,33,Ranking_JudgeSave,8,Eliminated Week 5,124.0,4.037037037037036,19.0,6.333333333333333,21.0,7.0,28.0,7.0,32.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Jenn Tran,33,Ranking_JudgeSave,7,Eliminated Week 6,157.5,5.25,19.0,6.333333333333333,19.0,6.333333333333333,31.0,7.75,32.0,8.0,25.5,8.5,31.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Joey Graziadei,33,Ranking_JudgeSave,1,1st Place,258.0,8.898148148148147,21.0,7.0,22.0,7.333333333333333,35.0,8.75,36.0,9.0,26.0,8.666666666666666,32.0,10.666666666666666,27.5,9.166666666666666,29.0,9.666666666666666,29.5,9.833333333333334,0.0,,0.0,
