celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,cumulative_total_score,overall_avg_score,score_trend,industry_encoded,country_encoded,active_weeks,is_winner,final_rank,age,age_group,age_group_encoded,industry_group,industry_Entertainment,industry_Sports,industry_Reality/Model,industry_Media,industry_Other,region,is_us,region_encoded
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5,241.0,8.314814814814815,0.3166666666666667,4,22,9,False,,39,Mature (35-44),0,Sports,0,1,0,0,0,Southwest,1,5
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4,242.0,8.37037037037037,0.3236111111111112,4,22,9,False,,26,Prime (25-34),1,Sports,0,1,0,0,0,Southeast,1,4
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2,232.0,8.037037037037036,0.4138888888888889,4,22,9,False,2.0,28,Prime (25-34),1,Sports,0,1,0,0,0,West,1,6
Anna Delvey,Ezra Sosa,Con artist,Unknown,Russia,33,33,12,35.0,1.2962962962962965,-0.333333333333333,2,17,2,False,,33,Prime (25-34),1,Other,0,0,0,0,1,Non-US,0,1
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,9,100.5,3.1435185185185186,0.6958333333333333,3,22,4,False,,27,Prime (25-34),1,Reality/Model,0,0,1,0,0,Northeast,1,2
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,8,124.0,4.037037037037036,0.4333333333333334,3,22,5,False,,51,Senior (45-54),2,Reality/Model,0,0,1,0,0,Southeast,1,4
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,7,157.5,5.25,0.7642857142857145,3,22,6,False,,26,Prime (25-34),1,Reality/Model,0,0,1,0,0,Southeast,1,4
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1,258.0,8.898148148148147,0.3472222222222222,3,22,9,True,1.0,29,Prime (25-34),1,Reality/Model,0,0,1,0,0,Southeast,1,4
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,13,24.0,0.8636363636363636,0.5,0,22,2,False,,54,Senior (45-54),2,Entertainment,1,0,0,0,0,West,1,6
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,8,210.0,5.507575757575757,0.4890873015873016,0,22,8,False,,44,Mature (35-44),0,Entertainment,1,0,0,0,0,West,1,6
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5,306.9998,8.1856,0.3416636363636364,0,22,11,False,,55,Veteran (55+),3,Entertainment,1,0,0,0,0,Southeast,1,4
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,13,28.0,1.0,1.0,4,22,2,False,,46,Senior (45-54),2,Sports,0,1,0,0,0,West,1,6
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3,325.1666,8.588381818181817,0.3941909090909091,4,22,11,False,3.0,24,Young (<25),4,Sports,0,1,0,0,0,Southwest,1,5
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,7,204.0,5.234848484848484,0.3958333333333333,2,22,9,False,,59,Veteran (55+),3,Other,0,0,0,0,1,West,1,6
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,Unknown,Australia,22,34,1,332.1666,8.838381818181817,0.3388878787878789,2,1,11,True,1.0,22,Young (<25),4,Other,0,0,0,0,1,Non-US,0,1
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,11,80.0,2.636363636363636,0.2333333333333334,2,22,4,False,,41,Mature (35-44),0,Other,0,0,0,0,1,Northeast,1,2
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,12,52.0,1.7727272727272727,-0.25,0,22,3,False,,29,Prime (25-34),1,Entertainment,1,0,0,0,0,Southeast,1,4
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,10,129.0,3.6212121212121207,0.4047619047619047,0,22,6,False,,34,Prime (25-34),1,Entertainment,1,0,0,0,0,West,1,6
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2,331.5,8.791666666666668,0.3674242424242423,2,22,11,False,2.0,24,Young (<25),4,Other,0,0,0,0,1,Southeast,1,4
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,9,171.0,4.643939393939394,0.3482142857142857,3,22,7,False,,26,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,6,310.5,8.155303030303031,0.3578282828282828,3,22,10,False,,32,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4,318.8332,8.404036363636363,0.423230303030303,3,22,11,False,,33,Prime (25-34),1,Reality/Model,0,0,1,0,0,West,1,6
