celebrity_name,season,week,season_rule,judge_score,estimated_fan_vote_pct,placement
Amy Purdy,18,2,Percentage,24.0,0.09215216680465856,2
Meryl Davis,18,2,Percentage,25.0,0.09339240857643652,1
Drew Carey,18,2,Percentage,21.0,0.08843144191484247,8
Cody Simpson,18,2,Percentage,22.0,0.08967168381242796,9
NeNe Leakes,18,2,Percentage,21.0,0.08843144216249181,7
Danica McKellar,18,3,Percentage,36.0,0.1157545948950144,6
James Maslow,18,3,Percentage,36.0,0.1157545948950144,4
Candace Cameron Bure,18,3,Percentage,32.0,0.10289571672421943,3
Charlie White,18,3,Percentage,36.0,0.1157545948950144,5
Amy Purdy,18,3,Percentage,36.0,0.11575459489500378,2
Meryl Davis,18,3,Percentage,39.0,0.1253987535230966,1
Drew Carey,18,3,Percentage,30.0,0.09646627763882197,8
Cody Simpson,18,3,Percentage,35.0,0.11253987535230503,9
NeNe Leakes,18,3,Percentage,31.0,0.09968099718151006,7
Danica McKellar,18,4,Percentage,32.0,0.11111098289636565,6
James Maslow,18,4,Percentage,35.0,0.11111148152420203,4
Candace Cameron Bure,18,4,Percentage,28.0,0.11111114373484035,3
Charlie White,18,4,Percentage,33.0,0.1111112241488593,5
Amy Purdy,18,4,Percentage,34.0,0.11111101514205922,2
Meryl Davis,18,4,Percentage,39.0,0.11111120396468445,1
Drew Carey,18,4,Percentage,33.0,0.1111112241488593,8
Cody Simpson,18,4,Percentage,31.0,0.11111074154376392,9
NeNe Leakes,18,4,Percentage,32.0,0.11111098289636565,7
Danica McKellar,18,5,Percentage,39.0,0.11219227266287932,6
James Maslow,18,5,Percentage,40.0,0.11279443858131462,4
Candace Cameron Bure,18,5,Percentage,35.0,0.10978360775164563,3
Charlie White,18,5,Percentage,37.0,0.11098794000003892,5
Amy Purdy,18,5,Percentage,37.0,0.11098794000003892,2
Meryl Davis,18,5,Percentage,36.0,0.110385773715504,1
Drew Carey,18,5,Percentage,28.0,0.13055790584502058,8
Cody Simpson,18,5,Percentage,34.0,0.09192434762932349,9
NeNe Leakes,18,5,Percentage,36.0,0.11038577381423452,7
Danica McKellar,18,6,Percentage,36.0,0.12843743866206903,6
James Maslow,18,6,Percentage,35.0,0.12718749643000715,4
Candace Cameron Bure,18,6,Percentage,32.0,0.12343748865555303,3
Charlie White,18,6,Percentage,36.0,0.12843761968837566,5
Amy Purdy,18,6,Percentage,38.0,0.13093750420311165,2
Meryl Davis,18,6,Percentage,40.0,0.13343760431212331,1
Drew Carey,18,6,Percentage,32.0,0.10343741711359747,8
NeNe Leakes,18,6,Percentage,33.0,0.12468743093516287,7
Danica McKellar,18,7,Percentage,36.0,0.14430472724677093,6
James Maslow,18,7,Percentage,35.0,0.14365102787931755,4
Candace Cameron Bure,18,7,Percentage,37.0,0.14495860583160944,3
Charlie White,18,7,Percentage,35.5,0.14397787756106958,5
Amy Purdy,18,7,Percentage,37.5,0.1452854555240281,2
Meryl Davis,18,7,Percentage,39.0,0.1462662399368353,1
NeNe Leakes,18,7,Percentage,33.0,0.13155606602036904,7
Danica McKellar,18,8,Percentage,38.0,0.14036237586921846,6
James Maslow,18,8,Percentage,36.0,0.16921214454110858,4
Candace Cameron Bure,18,8,Percentage,36.0,0.16921214454110858,3
Charlie White,18,8,Percentage,40.0,0.1760005066958044,5
Amy Purdy,18,8,Percentage,40.0,0.1760005066958044,2
Meryl Davis,18,8,Percentage,36.0,0.16921232165695543,1
James Maslow,18,9,Percentage,38.0,0.2064527478361491,4
Candace Cameron Bure,18,9,Percentage,36.0,0.20286790010487837,3
Charlie White,18,9,Percentage,38.0,0.17239669443197997,5
Amy Purdy,18,9,Percentage,39.0,0.20824507056193253,2
Meryl Davis,18,9,Percentage,40.0,0.2100375870650601,1
James Maslow,18,10,Percentage,29.0,0.2076818319431894,4
Candace Cameron Bure,18,10,Percentage,25.9998,0.25384647985318076,3
Amy Purdy,18,10,Percentage,29.666600000000003,0.26856662962671507,2
Meryl Davis,18,10,Percentage,30.0,0.2699050585769148,1
Antonio Sabato Jr.,19,1,Percentage,25.0,0.07443653225160353,8
Jonathan Bennett,19,1,Percentage,30.0,0.076941999892325,9
Lea Thompson,19,1,Percentage,32.0,0.07794418724444033,6
Janel Parrish,19,1,Percentage,29.0,0.07644090651273663,3
Alfonso Ribeiro,19,1,Percentage,36.0,0.07994856113643133,1
Lolo Jones,19,1,Percentage,22.0,0.06250085232978324,13
Randy Couture,19,1,Percentage,31.0,0.07744309372749567,11
Tommy Chong,19,1,Percentage,27.0,0.07543871944182286,5
Betsey Johnson,19,1,Percentage,20.0,0.09113714537881944,10
Michael Waltrip,19,1,Percentage,25.0,0.07443653244838765,7
Tavis Smiley,19,1,Percentage,29.0,0.07644090695918009,12
Bethany Mota,19,1,Percentage,32.0,0.07794418780680933,4
Sadie Robertson,19,1,Percentage,34.0,0.07894637487016493,2
Antonio Sabato Jr.,19,2,Percentage,31.0,0.08322553978606331,8
Jonathan Bennett,19,2,Percentage,30.0,0.08241389071689922,9
Lea Thompson,19,2,Percentage,35.0,0.08647213532893848,6
Janel Parrish,19,2,Percentage,34.0,0.08566048685064226,3
Alfonso Ribeiro,19,2,Percentage,32.0,0.08403718865144007,1
Randy Couture,19,2,Percentage,28.0,0.0807905930408533,11
Tommy Chong,19,2,Percentage,28.0,0.0807905930408533,5
Betsey Johnson,19,2,Percentage,28.0,0.0807905930408533,10
Michael Waltrip,19,2,Percentage,24.0,0.10695401043860642,7
Tavis Smiley,19,2,Percentage,28.0,0.060790592415643455,12
Bethany Mota,19,2,Percentage,33.0,0.08484883721567234,4
Sadie Robertson,19,2,Percentage,31.0,0.08322553947353467,2
Antonio Sabato Jr.,19,3,Percentage,29.0,0.08908493724368567,8
Jonathan Bennett,19,3,Percentage,32.0,0.09195157115392003,9
Lea Thompson,19,3,Percentage,31.0,0.09099597945227894,6
Janel Parrish,19,3,Percentage,40.0,0.09959677829816188,3
Alfonso Ribeiro,19,3,Percentage,32.0,0.0919514299675114,1
Randy Couture,19,3,Percentage,26.0,0.07379476405261666,11
Tommy Chong,19,3,Percentage,34.0,0.09386289580859451,5
Betsey Johnson,19,3,Percentage,29.0,0.0890845136840726,10
Michael Waltrip,19,3,Percentage,28.0,0.08812906317302296,7
Bethany Mota,19,3,Percentage,40.0,0.09959663715595073,4
Sadie Robertson,19,3,Percentage,32.0,0.09195143001018459,2
Antonio Sabato Jr.,19,4,Percentage,29.0,0.09216633876400161,8
Jonathan Bennett,19,4,Percentage,24.0,0.15201335156435017,9
Lea Thompson,19,4,Percentage,39.0,0.10861459546088559,6
Janel Parrish,19,4,Percentage,36.0,0.10368011980929522,3
Alfonso Ribeiro,19,4,Percentage,40.0,0.11025941983609346,1
Tommy Chong,19,4,Percentage,28.0,0.09052151452134725,5
Betsey Johnson,19,4,Percentage,29.0,0.05308703668311942,10
Michael Waltrip,19,4,Percentage,25.0,0.08558703726262665,7
Bethany Mota,19,4,Percentage,33.0,0.09874564326028029,4
Sadie Robertson,19,4,Percentage,37.0,0.10532494283800031,2
Antonio Sabato Jr.,19,5,Percentage,28.0,0.1111106607836089,8
Jonathan Bennett,19,5,Percentage,24.0,0.11111129027039873,9
Lea Thompson,19,5,Percentage,34.0,0.11111158832622277,6
Janel Parrish,19,5,Percentage,33.0,0.11111127759878092,3
Alfonso Ribeiro,19,5,Percentage,34.0,0.11111158832622277,1
Tommy Chong,19,5,Percentage,23.0,0.11111097954296624,5
Michael Waltrip,19,5,Percentage,20.0,0.11111098376687716,7
Bethany Mota,19,5,Percentage,32.0,0.11111096687132972,4
Sadie Robertson,19,5,Percentage,36.0,0.11111066451359274,2
Antonio Sabato Jr.,19,6,Percentage,28.0,0.10332162863339271,8
Jonathan Bennett,19,6,Percentage,32.0,0.0696697504997816,9
Lea Thompson,19,6,Percentage,32.0,0.11453826012775468,6
Janel Parrish,19,6,Percentage,33.0,0.11734291392066565,3
Alfonso Ribeiro,19,6,Percentage,39.0,0.1341687607405917,1
Tommy Chong,19,6,Percentage,28.0,0.10332162864778788,5
Michael Waltrip,19,6,Percentage,30.0,0.10892994439577385,7
Bethany Mota,19,6,Percentage,36.0,0.12575548664516667,4
Sadie Robertson,19,6,Percentage,35.0,0.12295162638908527,2
Antonio Sabato Jr.,19,7,Percentage,29.5,0.09438955886966174,8
Lea Thompson,19,7,Percentage,35.0,0.13382398264563838,6
Janel Parrish,19,7,Percentage,33.5,0.1309029927281165,3
Alfonso Ribeiro,19,7,Percentage,34.0,0.1318767345354722,1
Tommy Chong,19,7,Percentage,30.0,0.12408727117307689,5
Michael Waltrip,19,7,Percentage,28.0,0.12019230377008569,7
Bethany Mota,19,7,Percentage,37.5,0.13869263715304733,4
Sadie Robertson,19,7,Percentage,31.0,0.12603451912490124,2
Lea Thompson,19,8,Percentage,32.0,0.14246151961675416,6
Janel Parrish,19,8,Percentage,43.0,0.1451103193529765,3
Alfonso Ribeiro,19,8,Percentage,41.0,0.14462872940696933,1
Tommy Chong,19,8,Percentage,29.0,0.14173915529924386,5
Michael Waltrip,19,8,Percentage,25.0,0.1377659957525484,7
Bethany Mota,19,8,Percentage,40.0,0.14438795448590158,4
Sadie Robertson,19,8,Percentage,38.0,0.14390632608560616,2
Lea Thompson,19,9,Percentage,35.0,0.09683009265110094,6
Janel Parrish,19,9,Percentage,38.5,0.19299851817018332,3
Alfonso Ribeiro,19,9,Percentage,38.5,0.19299840162545065,1
Tommy Chong,19,9,Percentage,28.5,0.14720392456759968,5
Bethany Mota,19,9,Percentage,37.0,0.186129423080133,4
Sadie Robertson,19,9,Percentage,36.5,0.18383963990553245,2
Janel Parrish,19,10,Percentage,39.0,0.20000018162750327,3
Alfonso Ribeiro,19,10,Percentage,37.5,0.1999997188309364,1
Tommy Chong,19,10,Percentage,31.0,0.19999967204814456,5
Bethany Mota,19,10,Percentage,38.0,0.20000154065903616,4
Sadie Robertson,19,10,Percentage,37.0,0.1999988868343796,2
Janel Parrish,19,11,Percentage,38.99980000000001,0.2531743645091544,3
Alfonso Ribeiro,19,11,Percentage,40.0,0.25385477333423057,1
Bethany Mota,19,11,Percentage,38.0,0.23956967482994335,4
Sadie Robertson,19,11,Percentage,39.333200000000005,0.2534011873266716,2
Suzanne Somers,20,1,Percentage,25.0,0.08333327418684496,9
Willow Shields,20,1,Percentage,25.0,0.08333327418684496,7
Riker Lynch,20,1,Percentage,31.0,0.08333230853128226,2
Rumer Willis,20,1,Percentage,32.0,0.08333278824789489,1
Nastia Liukin,20,1,Percentage,30.0,0.08333298081507262,4
Michael Sam,20,1,Percentage,26.0,0.08333382916281391,10
Robert Herjavec,20,1,Percentage,28.0,0.08333371185500786,6
Charlotte McKinney,20,1,Percentage,22.0,0.08333345025088287,11
Noah Galloway,20,1,Percentage,26.0,0.08333382916281391,3
Redfoo,20,1,Percentage,22.0,0.08333345025088287,12
Patti LaBelle,20,1,Percentage,25.0,0.08333327418684496,8
Chris Soules,20,1,Percentage,26.0,0.08333382916281391,5
Suzanne Somers,20,2,Percentage,28.0,0.07795181340384616,9
Willow Shields,20,2,Percentage,32.0,0.0849344223435124,7
Riker Lynch,20,2,Percentage,32.0,0.0849344223435124,2
Rumer Willis,20,2,Percentage,32.0,0.0849344223435124,1
Nastia Liukin,20,2,Percentage,34.0,0.0884257264336337,4
Michael Sam,20,2,Percentage,28.0,0.07795181254606517,10
Robert Herjavec,20,2,Percentage,28.0,0.07795181254606517,6
Charlotte McKinney,20,2,Percentage,26.0,0.11640353589197543,11
Noah Galloway,20,2,Percentage,27.0,0.07620616148037881,3
Redfoo,20,2,Percentage,31.0,0.04467878165143549,12
Patti LaBelle,20,2,Percentage,28.0,0.07795181340384616,8
Chris Soules,20,2,Percentage,21.0,0.10767527561221668,5
Suzanne Somers,20,3,Percentage,25.0,0.08644631300892323,9
Willow Shields,20,3,Percentage,32.0,0.0991738345454875,7
Riker Lynch,20,3,Percentage,34.0,0.10281023236891364,2
Rumer Willis,20,3,Percentage,33.0,0.10099182727752831,1
Nastia Liukin,20,3,Percentage,34.0,0.10281023236853727,4
Michael Sam,20,3,Percentage,24.0,0.08462805799257303,10
Robert Herjavec,20,3,Percentage,29.0,0.09371907012786038,6
Charlotte McKinney,20,3,Percentage,22.0,0.06099126851071339,11
Noah Galloway,20,3,Percentage,30.0,0.09553706309980277,3
Patti LaBelle,20,3,Percentage,22.0,0.08099128552710895,8
Chris Soules,20,3,Percentage,28.0,0.0919008151725515,5
Suzanne Somers,20,4,Percentage,28.0,0.09269253872735374,9
Willow Shields,20,4,Percentage,39.0,0.1194870576866087,7
Riker Lynch,20,4,Percentage,34.0,0.10730754452552711,2
Rumer Willis,20,4,Percentage,35.0,0.10974356184369596,1
Nastia Liukin,20,4,Percentage,36.0,0.11217957915794995,4
Michael Sam,20,4,Percentage,30.0,0.061025725455314046,10
Robert Herjavec,20,4,Percentage,34.0,0.10730754452552711,6
Noah Galloway,20,4,Percentage,32.0,0.10243613760830979,3
Patti LaBelle,20,4,Percentage,30.0,0.09756378892999719,8
Chris Soules,20,4,Percentage,27.0,0.0902565215397163,5
Suzanne Somers,20,5,Percentage,28.0,0.05687584326884475,9
Willow Shields,20,5,Percentage,34.0,0.12514392693250578,7
Riker Lynch,20,5,Percentage,38.0,0.138797763522452,2
Rumer Willis,20,5,Percentage,39.0,0.14221104216330085,1
Nastia Liukin,20,5,Percentage,38.0,0.13879760644526892,4
Robert Herjavec,20,5,Percentage,24.0,0.091010120721427,6
Noah Galloway,20,5,Percentage,28.0,0.10466364311625112,3
Patti LaBelle,20,5,Percentage,27.0,0.10125002695162426,8
Chris Soules,20,5,Percentage,27.0,0.1012500268783253,5
Willow Shields,20,6,Percentage,36.5,0.12928750110131987,7
Riker Lynch,20,6,Percentage,38.0,0.1312661932274103,2
Rumer Willis,20,6,Percentage,35.5,0.1279681751883326,1
Nastia Liukin,20,6,Percentage,36.5,0.12928750110131987,4
Robert Herjavec,20,6,Percentage,33.5,0.12532974719193068,6
Noah Galloway,20,6,Percentage,34.0,0.12598941024908494,3
Patti LaBelle,20,6,Percentage,34.0,0.10356288509106394,8
Chris Soules,20,6,Percentage,35.0,0.12730858684953786,5
Willow Shields,20,7,Percentage,39.0,0.11148267510039979,7
Riker Lynch,20,7,Percentage,37.0,0.13935673039464125,2
Rumer Willis,20,7,Percentage,37.0,0.13935673039464125,1
Nastia Liukin,20,7,Percentage,41.0,0.14312900721258626,4
Robert Herjavec,20,7,Percentage,31.0,0.16318752900093797,6
Noah Galloway,20,7,Percentage,38.0,0.1402997990534741,3
Chris Soules,20,7,Percentage,31.0,0.16318752884331938,5
Riker Lynch,20,8,Percentage,39.0,0.17365000661247168,2
Rumer Willis,20,8,Percentage,40.0,0.17475245169104123,1
Nastia Liukin,20,8,Percentage,38.0,0.17254732900639827,4
Robert Herjavec,20,8,Percentage,31.0,0.14773832547908014,6
Noah Galloway,20,8,Percentage,31.5,0.16538039044041017,3
Chris Soules,20,8,Percentage,32.0,0.1659314967705986,5
Riker Lynch,20,9,Percentage,40.0,0.2604583199055631,2
Rumer Willis,20,9,Percentage,39.0,0.25863949060147984,1
Nastia Liukin,20,9,Percentage,40.0,0.22408151796081288,4
Noah Galloway,20,9,Percentage,38.0,0.2568206715321441,3
Riker Lynch,20,10,Percentage,40.0,0.3333333338397125,2
Rumer Willis,20,10,Percentage,40.0,0.3333333338397125,1
Noah Galloway,20,10,Percentage,36.0,0.33333333232057505,3
Gary Busey,21,1,Percentage,15.0,0.07692372054492654,10
Alexa PenaVega,21,1,Percentage,22.0,0.07692495389676826,6
Carlos PenaVega,21,1,Percentage,23.0,0.07692395202037564,4
Victor Espinoza,21,1,Percentage,15.0,0.07692372054492654,12
Alek Skarlatos,21,1,Percentage,22.0,0.07692495389676826,3
Chaka Khan,21,1,Percentage,13.0,0.0769257234519872,13
Andy Grammer,21,1,Percentage,21.0,0.07691771097799929,7
Tamar Braxton,21,1,Percentage,23.0,0.07692395202037564,5
Nick Carter,21,1,Percentage,24.0,0.07692157874297345,2
Hayes Grier,21,1,Percentage,21.0,0.07692320638050189,8
Bindi Irwin,21,1,Percentage,24.0,0.07692157874297345,1
Kim Zolciak-Biermann,21,1,Percentage,12.0,0.07692122823449728,11
Paula Deen,21,1,Percentage,15.0,0.07692372054492654,9
Gary Busey,21,2,Percentage,16.5,0.06570773052744168,10
Alexa PenaVega,21,2,Percentage,23.0,0.08008172272053168,6
Carlos PenaVega,21,2,Percentage,22.5,0.07897603047905416,4
Victor Espinoza,21,2,Percentage,18.5,0.03831373523695217,12
Alek Skarlatos,21,2,Percentage,22.5,0.07897603138284184,3
Chaka Khan,21,2,Percentage,15.0,0.11616944855767651,13
Andy Grammer,21,2,Percentage,22.0,0.0778703396847561,7
Tamar Braxton,21,2,Percentage,24.5,0.08339879779196936,5
Nick Carter,21,2,Percentage,22.5,0.07897603093659375,2
Hayes Grier,21,2,Percentage,22.5,0.07897603093659375,8
Bindi Irwin,21,2,Percentage,24.0,0.0822931059479321,1
Kim Zolciak-Biermann,21,2,Percentage,18.5,0.07013049789882847,11
Paula Deen,21,2,Percentage,18.5,0.07013049789882847,9
Gary Busey,21,3,Percentage,25.0,0.10000001621151204,10
Alexa PenaVega,21,3,Percentage,36.0,0.10000038435556693,6
Carlos PenaVega,21,3,Percentage,31.0,0.0999994894283112,4
Alek Skarlatos,21,3,Percentage,33.0,0.09999964695131205,3
Andy Grammer,21,3,Percentage,29.0,0.10000133100963418,7
Tamar Braxton,21,3,Percentage,33.0,0.09999964695131205,5
Nick Carter,21,3,Percentage,36.0,0.10000038435556693,2
Hayes Grier,21,3,Percentage,30.0,0.09999991014298298,8
Bindi Irwin,21,3,Percentage,32.0,0.1000000680659096,1
Paula Deen,21,3,Percentage,20.0,0.09999912252789192,9
Gary Busey,21,4,Percentage,16.0,0.08294237164257827,10
Alexa PenaVega,21,4,Percentage,21.0,0.09792537503164211,6
Carlos PenaVega,21,4,Percentage,25.0,0.10253547219292289,4
Alek Skarlatos,21,4,Percentage,24.0,0.10138313748419599,3
Andy Grammer,21,4,Percentage,23.0,0.10023051861526351,7
Tamar Braxton,21,4,Percentage,27.0,0.10484070992596412,5
Nick Carter,21,4,Percentage,27.0,0.10484070992596412,2
Hayes Grier,21,4,Percentage,27.0,0.10484070992596412,8
Bindi Irwin,21,4,Percentage,28.0,0.10599319365476406,1
Paula Deen,21,4,Percentage,18.0,0.09446780160074086,9
Alexa PenaVega,21,5,Percentage,40.0,0.11111053061268782,6
Carlos PenaVega,21,5,Percentage,39.0,0.11111154069656265,4
Alek Skarlatos,21,5,Percentage,29.0,0.1111115526683816,3
Andy Grammer,21,5,Percentage,36.0,0.11111145323192327,7
Tamar Braxton,21,5,Percentage,29.0,0.1111115526683816,5
Nick Carter,21,5,Percentage,35.0,0.11111081582035966,2
Hayes Grier,21,5,Percentage,30.0,0.11111082221147602,8
Bindi Irwin,21,5,Percentage,37.0,0.11111026688648061,1
Paula Deen,21,5,Percentage,26.0,0.11111146520374679,9
Alexa PenaVega,21,6,Percentage,30.0,0.11025783689188254,6
Carlos PenaVega,21,6,Percentage,38.0,0.112239569934083,4
Alek Skarlatos,21,6,Percentage,30.0,0.11025783689646608,3
Andy Grammer,21,6,Percentage,40.0,0.11273490975493278,7
Tamar Braxton,21,6,Percentage,40.0,0.11273497635312082,5
Nick Carter,21,6,Percentage,39.0,0.11248728656560172,2
Hayes Grier,21,6,Percentage,32.0,0.11075333675018333,8
Bindi Irwin,21,6,Percentage,40.0,0.112734976353522,1
Paula Deen,21,6,Percentage,24.0,0.10579927050020768,9
Alexa PenaVega,21,7,Percentage,27.5,0.12848245426363486,6
Carlos PenaVega,21,7,Percentage,28.0,0.12955382916535146,4
Alek Skarlatos,21,7,Percentage,26.5,0.1263392830998068,3
Andy Grammer,21,7,Percentage,28.0,0.12955382916535146,7
Tamar Braxton,21,7,Percentage,27.0,0.1274109108110219,5
Nick Carter,21,7,Percentage,27.0,0.1274109108110219,2
Hayes Grier,21,7,Percentage,28.0,0.0995518764345005,8
Bindi Irwin,21,7,Percentage,29.0,0.13169690624931105,1
Alexa PenaVega,21,8,Percentage,26.9998,0.1439989905853751,6
Carlos PenaVega,21,8,Percentage,28.9998,0.1462826786340987,4
Alek Skarlatos,21,8,Percentage,25.0,0.14171544360903357,3
Andy Grammer,21,8,Percentage,23.9998,0.12687110150090727,7
Tamar Braxton,21,8,Percentage,28.0,0.14514079557768858,5
Nick Carter,21,8,Percentage,33.0,0.15085019481133677,2
Bindi Irwin,21,8,Percentage,28.0,0.14514079528156,1
Alexa PenaVega,21,9,Percentage,30.0,0.11088600044965277,6
Carlos PenaVega,21,9,Percentage,27.0,0.1783852322209633,4
Alek Skarlatos,21,9,Percentage,25.5,0.1699478282117577,3
Tamar Braxton,21,9,Percentage,24.5,0.16432300848562642,5
Nick Carter,21,9,Percentage,27.5,0.1811978163890864,2
Bindi Irwin,21,9,Percentage,30.0,0.19526011424291337,1
Carlos PenaVega,21,10,Percentage,31.5,0.24999994803698652,4
Alek Skarlatos,21,10,Percentage,28.5,0.25000006895004623,3
Nick Carter,21,10,Percentage,27.0,0.2500000349759808,2
Bindi Irwin,21,10,Percentage,31.5,0.24999994803698652,1
Carlos PenaVega,21,11,Percentage,30.0,0.2194449142971985,4
Alek Skarlatos,21,11,Percentage,27.9999,0.25639512968377737,3
Nick Carter,21,11,Percentage,30.0,0.262079978007672,2
Bindi Irwin,21,11,Percentage,30.0,0.26207997801135213,1
Mischa Barton,22,1,Percentage,16.0,0.0833324622586322,11
Kim Fields,22,1,Percentage,20.0,0.08333204354727257,8
Jodie Sweetin,22,1,Percentage,20.0,0.08333085993395191,6
Doug Flutie,22,1,Percentage,15.0,0.08333315903897665,9
Von Miller,22,1,Percentage,21.0,0.0833348972123213,7
Antonio Brown,22,1,Percentage,21.0,0.0833348972123213,5
Paige VanZant,22,1,Percentage,21.0,0.08333371359900064,2
Geraldo Rivera,22,1,Percentage,13.0,0.08333336819739572,12
Nyle DiMarco,22,1,Percentage,23.0,0.08333323392926874,1
Ginger Zee,22,1,Percentage,23.0,0.08333323392926874,3
Wanya Morris,22,1,Percentage,23.0,0.08333323392926874,4
Marla Maples,22,1,Percentage,21.0,0.0833348972123213,10
Mischa Barton,22,2,Percentage,15.0,0.07773726165025856,11
Kim Fields,22,2,Percentage,19.0,0.08316183232987748,8
Jodie Sweetin,22,2,Percentage,21.0,0.08587749091672528,6
Doug Flutie,22,2,Percentage,20.0,0.08451966190028207,9
Von Miller,22,2,Percentage,20.0,0.08451966190028207,7
Antonio Brown,22,2,Percentage,19.0,0.08316014612096381,5
Paige VanZant,22,2,Percentage,24.0,0.0899434816607025,2
Geraldo Rivera,22,2,Percentage,13.0,0.06621173445251746,12
Nyle DiMarco,22,2,Percentage,20.0,0.08452472107487186,1
Ginger Zee,22,2,Percentage,21.0,0.08587917767463898,3
Wanya Morris,22,2,Percentage,24.0,0.08994516841657522,4
Marla Maples,22,2,Percentage,20.0,0.08451966190230462,10
Mischa Barton,22,3,Percentage,18.0,0.07858354877924748,11
Kim Fields,22,3,Percentage,22.0,0.0922466528508602,8
Jodie Sweetin,22,3,Percentage,23.0,0.09329787789925638,6
Doug Flutie,22,3,Percentage,20.0,0.09014490814189575,9
Von Miller,22,3,Percentage,20.0,0.09014473180656224,7
Antonio Brown,22,3,Percentage,20.0,0.09014473180656224,5
Paige VanZant,22,3,Percentage,23.0,0.09329770145759465,2
Nyle DiMarco,22,3,Percentage,25.0,0.09540006511258707,1
Ginger Zee,22,3,Percentage,21.0,0.09119560419448562,3
Wanya Morris,22,3,Percentage,24.0,0.09434857393137047,4
Marla Maples,22,3,Percentage,21.0,0.09119560401957781,10
Kim Fields,22,4,Percentage,32.0,0.1048808863524356,8
Jodie Sweetin,22,4,Percentage,27.0,0.08861127969127656,6
Doug Flutie,22,4,Percentage,24.0,0.07884952150351529,9
Von Miller,22,4,Percentage,32.0,0.1048808863524356,7
Antonio Brown,22,4,Percentage,35.0,0.11464264454241452,5
Paige VanZant,22,4,Percentage,36.0,0.11789654700720936,2
Nyle DiMarco,22,4,Percentage,34.0,0.1113887348258333,1
Ginger Zee,22,4,Percentage,36.0,0.11789654700720936,3
Wanya Morris,22,4,Percentage,35.0,0.11464263002055847,4
Marla Maples,22,4,Percentage,28.0,0.046310322697111966,10
Kim Fields,22,5,Percentage,28.0,0.11111158375358499,8
Jodie Sweetin,22,5,Percentage,35.0,0.11111046851030551,6
Doug Flutie,22,5,Percentage,28.0,0.11111112387686202,9
Von Miller,22,5,Percentage,29.0,0.11111089903491579,7
Antonio Brown,22,5,Percentage,26.0,0.11111111429722784,5
Paige VanZant,22,5,Percentage,31.0,0.11111090881895336,2
Nyle DiMarco,22,5,Percentage,37.0,0.11111208427464023,1
Ginger Zee,22,5,Percentage,32.0,0.11111068377261295,3
Wanya Morris,22,5,Percentage,30.0,0.1111111336608973,4
Kim Fields,22,6,Percentage,24.0,0.11108314263384324,8
Jodie Sweetin,22,6,Percentage,25.0,0.1115856877064187,6
Doug Flutie,22,6,Percentage,21.0,0.10429891378217158,9
Von Miller,22,6,Percentage,24.0,0.11108314262296218,7
Antonio Brown,22,6,Percentage,27.0,0.11259086458712253,5
Paige VanZant,22,6,Percentage,28.0,0.1130934097113239,2
Nyle DiMarco,22,6,Percentage,25.0,0.11158577439571318,1
Ginger Zee,22,6,Percentage,24.0,0.11108314262186263,3
Wanya Morris,22,6,Percentage,29.0,0.11359592193858206,4
Kim Fields,22,7,Percentage,26.0,0.10333366969211422,8
Jodie Sweetin,22,7,Percentage,25.5,0.1256701532631645,6
Von Miller,22,7,Percentage,26.0,0.1265634785906782,7
Antonio Brown,22,7,Percentage,26.0,0.1265634785906782,5
Paige VanZant,22,7,Percentage,27.5,0.12924396030438393,2
Nyle DiMarco,22,7,Percentage,28.0,0.13013733893986973,1
Ginger Zee,22,7,Percentage,27.5,0.1292439603095556,3
Wanya Morris,22,7,Percentage,27.5,0.1292439603095556,4
Jodie Sweetin,22,8,Percentage,30.0,0.1137750374219321,6
Antonio Brown,22,8,Percentage,27.0,0.17327805404593433,5
Paige VanZant,22,8,Percentage,28.0,0.17823675107253428,2
Nyle DiMarco,22,8,Percentage,29.0,0.18319538068018656,1
Ginger Zee,22,8,Percentage,30.0,0.18815377949879733,3
Wanya Morris,22,8,Percentage,25.0,0.16336099728061532,4
Antonio Brown,22,9,Percentage,27.5,0.1858601466656548,5
Paige VanZant,22,9,Percentage,29.5,0.20411440064471295,2
Nyle DiMarco,22,9,Percentage,28.5,0.20295549799933219,1
Ginger Zee,22,9,Percentage,28.0,0.20237595158288404,3
Wanya Morris,22,9,Percentage,30.0,0.20469400310741603,4
Paige VanZant,22,10,Percentage,29.666600000000003,0.340991861009851,2
Nyle DiMarco,22,10,Percentage,28.9998,0.3333325675571426,1
Ginger Zee,22,10,Percentage,28.3332,0.32567557143300657,3
Jake T. Austin,23,1,Percentage,22.0,0.0769227921001352,13
Maureen McCormick,23,1,Percentage,22.0,0.0769227921001352,8
Marilu Henner,23,1,Percentage,27.0,0.0769223381291137,6
Ryan Lochte,23,1,Percentage,24.0,0.0769222072610519,7
Calvin Johnson Jr.,23,1,Percentage,26.0,0.07692363867540819,3
Laurie Hernandez,23,1,Percentage,31.0,0.07692239583258614,1
Amber Rose,23,1,Percentage,24.0,0.0769222072610519,9
Rick Perry,23,1,Percentage,20.0,0.0769220324254973,12
James Hinchcliffe,23,1,Percentage,31.0,0.07692239583258614,2
Babyface,23,1,Percentage,26.0,0.07692431082885087,11
Vanilla Ice,23,1,Percentage,25.0,0.07692426748203862,10
Jana Kramer,23,1,Percentage,27.0,0.07692435458950618,4
Terra Jole,23,1,Percentage,25.0,0.07692426748203862,5
