celebrity_name,season,season_rule,placement,results,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_total_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_total_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_total_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_total_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_total_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_total_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_total_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_total_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_total_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_total_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_total_score
Keyshawn Johnson,17,Percentage,12,Eliminated Week 2,6.0,5.0,6.0,,17.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Bill Engvall,17,Percentage,4,Eliminated Week 11,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.3333,8.3333,7.3333,,23.9999,8.5,8.0,8.5,,25.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,,21.0,7.5,7.5,7.5,7.5,30.0,8.3333,8.8333,8.3333,,25.499899999999997
Christina Milian,17,Percentage,9,Eliminated Week 5,7.0,7.0,8.0,,22.0,9.0,8.0,8.0,,25.0,9.0,8.0,9.0,,26.0,8.0,8.0,8.0,,24.0,9.0,10.0,9.0,,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Nicole ""Snooki"" Polizzi",17,Percentage,8,Eliminated Week 7,8.0,8.0,7.0,,23.0,6.0,7.0,7.0,,20.0,9.0,8.0,8.0,,25.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Jack Osbourne,17,Percentage,3,3rd Place,8.0,8.0,7.0,,23.0,8.0,8.0,8.0,,24.0,7.0,7.0,8.0,,22.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,8.6666,9.6666,8.6666,,26.9998,10.0,9.0,9.5,,28.5,10.0,10.0,10.0,,30.0,9.0,9.0,9.0,,27.0,9.0,8.5,9.0,9.0,35.5,9.3333,9.3333,9.3333,,27.999899999999997
Bill Nye,17,Percentage,11,Eliminated Week 3,5.0,4.0,5.0,,14.0,6.0,5.0,6.0,,17.0,6.0,5.0,5.0,,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Billy Dee Williams,18,Percentage,10,Withdrew,5.0,5.0,5.0,,15.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Danica McKellar,18,Percentage,6,Eliminated Week 8,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,8.0,32.0,10.0,9.0,10.0,10.0,39.0,9.0,9.0,9.0,9.0,36.0,9.0,9.5,8.5,9.0,36.0,10.0,9.0,9.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
James Maslow,18,Percentage,4,Eliminated Week 10,7.0,7.0,7.0,,21.0,9.0,8.0,8.0,,25.0,9.0,9.0,9.0,9.0,36.0,9.0,8.0,9.0,9.0,35.0,10.0,10.0,10.0,10.0,40.0,9.0,9.0,8.0,9.0,35.0,8.5,9.5,8.0,9.0,35.0,8.0,9.0,10.0,9.0,36.0,9.5,9.5,9.5,9.5,38.0,9.5,9.5,10.0,,29.0,,,,,0.0
Candace Cameron Bure,18,Percentage,3,3rd Place,9.0,8.0,8.0,,25.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,8.0,32.0,7.0,7.0,7.0,7.0,28.0,8.0,9.0,9.0,9.0,35.0,8.0,8.0,8.0,8.0,32.0,9.0,9.5,9.0,9.5,37.0,9.0,9.0,9.0,9.0,36.0,8.5,9.5,9.5,8.5,36.0,8.6666,8.6666,8.6666,,25.9998,,,,,0.0
Sean Avery,18,Percentage,11,Eliminated Week 2,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Diana Nyad,18,Percentage,12,Eliminated Week 2,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Charlie White,18,Percentage,5,Eliminated Week 9,9.0,9.0,9.0,,27.0,9.0,7.0,9.0,,25.0,9.0,9.0,9.0,9.0,36.0,7.0,8.0,9.0,9.0,33.0,9.0,10.0,9.0,9.0,37.0,9.0,9.0,9.0,9.0,36.0,8.5,10.0,8.0,9.0,35.5,10.0,10.0,10.0,10.0,40.0,9.5,9.5,9.5,9.5,38.0,0.0,0.0,0.0,,0.0,,,,,0.0
Amy Purdy,18,Percentage,2,2nd Place,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,9.0,36.0,9.0,8.0,8.0,9.0,34.0,9.0,9.0,10.0,9.0,37.0,9.0,10.0,9.0,10.0,38.0,9.5,9.5,9.0,9.5,37.5,10.0,10.0,10.0,10.0,40.0,9.5,9.5,10.0,10.0,39.0,10.0,9.6666,10.0,,29.666600000000003,,,,,0.0
Meryl Davis,18,Percentage,1,1st Place,8.0,8.0,8.0,,24.0,8.0,9.0,8.0,,25.0,10.0,9.0,10.0,10.0,39.0,10.0,9.0,10.0,10.0,39.0,9.0,9.0,9.0,9.0,36.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,9.0,10.0,39.0,9.0,9.0,8.0,10.0,36.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,,30.0,,,,,0.0
Drew Carey,18,Percentage,8,Eliminated Week 6,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,7.0,8.0,8.0,30.0,8.0,8.0,9.0,8.0,33.0,7.0,7.0,7.0,7.0,28.0,8.0,9.0,7.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Cody Simpson,18,Percentage,9,Eliminated Week 5,7.0,7.0,8.0,,22.0,7.0,7.0,8.0,,22.0,9.0,8.0,9.0,9.0,35.0,8.0,7.0,8.0,8.0,31.0,9.0,8.0,8.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
NeNe Leakes,18,Percentage,7,Eliminated Week 7,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,8.0,7.0,8.0,8.0,31.0,8.0,8.0,8.0,8.0,32.0,9.0,9.0,9.0,9.0,36.0,8.0,9.0,8.0,8.0,33.0,8.0,9.0,7.5,8.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Antonio Sabato Jr.,19,Percentage,8,Eliminated Week 7,6.0,6.0,6.0,7.0,25.0,8.0,7.0,8.0,8.0,31.0,7.0,7.0,7.0,8.0,29.0,7.0,7.0,7.0,8.0,29.0,8.0,6.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,7.0,7.5,7.5,7.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Bennett,19,Percentage,9,Eliminated Week 6,8.0,7.0,7.0,8.0,30.0,7.0,7.0,8.0,8.0,30.0,8.0,8.0,8.0,8.0,32.0,6.0,6.0,6.0,6.0,24.0,6.0,6.0,6.0,6.0,24.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lea Thompson,19,Percentage,6,Eliminated Week 9,8.0,8.0,8.0,8.0,32.0,9.0,8.0,9.0,9.0,35.0,7.0,8.0,8.0,8.0,31.0,10.0,10.0,10.0,9.0,39.0,9.0,8.0,8.0,9.0,34.0,8.0,8.0,8.0,8.0,32.0,8.5,8.5,9.0,9.0,35.0,8.0,8.0,8.0,8.0,32.0,8.5,9.0,8.5,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janel Parrish,19,Percentage,3,3rd Place,7.0,7.0,7.0,8.0,29.0,9.0,8.0,8.0,9.0,34.0,10.0,10.0,10.0,10.0,40.0,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,9.0,33.0,8.0,7.0,9.0,9.0,33.0,8.5,8.0,8.5,8.5,33.5,10.75,10.75,10.75,10.75,43.0,9.5,9.5,10.0,9.5,38.5,9.5,9.5,10.0,10.0,39.0,9.6666,10.0,9.6666,9.6666,38.99980000000001
Alfonso Ribeiro,19,Percentage,1,1st Place,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,8.0,32.0,10.0,10.0,10.0,10.0,40.0,8.0,9.0,9.0,8.0,34.0,10.0,10.0,9.0,10.0,39.0,8.5,8.5,8.5,8.5,34.0,10.75,9.75,9.75,10.75,41.0,9.5,9.5,9.5,10.0,38.5,9.5,9.0,9.5,9.5,37.5,10.0,10.0,10.0,10.0,40.0
Lolo Jones,19,Percentage,13,Eliminated Week 1,6.0,6.0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Couture,19,Percentage,11,Eliminated Week 3,8.0,7.0,8.0,8.0,31.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,6.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Chong,19,Percentage,5,Eliminated Week 10,7.0,6.0,7.0,7.0,27.0,7.0,7.0,7.0,7.0,28.0,8.0,10.0,8.0,8.0,34.0,7.0,7.0,7.0,7.0,28.0,6.0,6.0,5.0,6.0,23.0,7.0,7.0,7.0,7.0,28.0,7.5,7.5,7.5,7.5,30.0,6.75,7.75,7.75,6.75,29.0,7.0,7.5,7.0,7.0,28.5,8.0,7.5,8.0,7.5,31.0,0.0,0.0,0.0,0.0,0.0
Betsey Johnson,19,Percentage,10,Eliminated Week 4,5.0,5.0,5.0,5.0,20.0,7.0,7.0,7.0,7.0,28.0,7.0,9.0,6.0,7.0,29.0,8.0,7.0,7.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Waltrip,19,Percentage,7,Eliminated Week 8,7.0,6.0,6.0,6.0,25.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,7.0,28.0,6.0,6.0,6.0,7.0,25.0,5.0,5.0,5.0,5.0,20.0,8.0,7.0,8.0,7.0,30.0,7.0,7.0,7.0,7.0,28.0,6.0,7.0,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tavis Smiley,19,Percentage,12,Eliminated Week 2,7.0,7.0,8.0,7.0,29.0,7.0,7.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bethany Mota,19,Percentage,4,Eliminated Week 11,8.0,8.0,8.0,8.0,32.0,8.0,9.0,8.0,8.0,33.0,10.0,10.0,10.0,10.0,40.0,8.0,8.0,8.0,9.0,33.0,8.0,8.0,8.0,8.0,32.0,9.0,9.0,9.0,9.0,36.0,9.5,9.0,9.5,9.5,37.5,9.75,9.75,9.75,10.75,40.0,9.0,9.5,9.5,9.0,37.0,9.5,9.5,9.5,9.5,38.0,9.5,9.5,9.5,9.5,38.0
Sadie Robertson,19,Percentage,2,2nd Place,8.0,8.0,9.0,9.0,34.0,8.0,7.0,8.0,8.0,31.0,8.0,8.0,8.0,8.0,32.0,9.0,10.0,9.0,9.0,37.0,9.0,9.0,9.0,9.0,36.0,9.0,10.0,8.0,8.0,35.0,7.5,7.5,8.0,8.0,31.0,9.0,9.0,10.0,10.0,38.0,9.0,9.5,9.0,9.0,36.5,9.0,9.5,9.5,9.0,37.0,10.0,9.6666,10.0,9.6666,39.333200000000005
Suzanne Somers,20,Percentage,9,Eliminated Week 5,6.0,6.0,6.0,7.0,25.0,7.0,7.0,7.0,7.0,28.0,6.0,6.0,6.0,7.0,25.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Willow Shields,20,Percentage,7,Eliminated Week 7,6.0,6.0,6.0,7.0,25.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,8.0,32.0,10.0,9.0,10.0,10.0,39.0,8.0,8.0,9.0,9.0,34.0,9.5,8.5,9.0,9.5,36.5,9.5,9.5,9.5,10.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Riker Lynch,20,Percentage,2,2nd Place,8.0,7.0,8.0,8.0,31.0,8.0,8.0,8.0,8.0,32.0,9.0,7.0,9.0,9.0,34.0,8.0,8.0,9.0,9.0,34.0,10.0,9.0,9.0,10.0,38.0,10.0,8.5,9.5,10.0,38.0,9.0,10.0,9.0,9.0,37.0,10.0,9.0,10.0,10.0,39.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Rumer Willis,20,Percentage,1,1st Place,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,8.0,32.0,8.0,9.0,8.0,8.0,33.0,9.0,8.0,9.0,9.0,35.0,10.0,9.0,10.0,10.0,39.0,9.0,8.5,8.5,9.5,35.5,8.5,9.5,9.5,9.5,37.0,10.0,10.0,10.0,10.0,40.0,10.0,9.5,9.5,10.0,39.0,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Nastia Liukin,20,Percentage,4,Eliminated Week 9,7.0,7.0,8.0,8.0,30.0,9.0,8.0,8.0,9.0,34.0,9.0,8.0,9.0,8.0,34.0,9.0,8.0,9.0,10.0,36.0,9.0,9.0,10.0,10.0,38.0,9.5,8.5,9.0,9.5,36.5,10.75,9.75,9.75,10.75,41.0,9.5,9.5,9.5,9.5,38.0,10.0,10.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Michael Sam,20,Percentage,10,Eliminated Week 4,6.0,6.0,7.0,7.0,26.0,7.0,7.0,7.0,7.0,28.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,8.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Robert Herjavec,20,Percentage,6,Eliminated Week 8,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,8.0,7.0,29.0,8.0,9.0,8.0,9.0,34.0,6.0,6.0,6.0,6.0,24.0,8.5,8.0,8.5,8.5,33.5,7.0,8.0,8.0,8.0,31.0,7.5,7.5,8.5,7.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Charlotte McKinney,20,Percentage,11,Eliminated Week 3,6.0,5.0,5.0,6.0,22.0,7.0,6.0,7.0,6.0,26.0,6.0,5.0,5.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Noah Galloway,20,Percentage,3,3rd Place,7.0,6.0,6.0,7.0,26.0,7.0,6.0,7.0,7.0,27.0,7.0,7.0,8.0,8.0,30.0,8.0,8.0,8.0,8.0,32.0,7.0,7.0,7.0,7.0,28.0,8.5,8.0,8.5,9.0,34.0,10.5,8.5,9.5,9.5,38.0,8.0,7.5,8.0,8.0,31.5,9.5,9.5,9.5,9.5,38.0,9.0,9.0,9.0,9.0,36.0,,,,,0.0
Redfoo,20,Percentage,12,Eliminated Week 2,6.0,5.0,5.0,6.0,22.0,8.0,7.0,8.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Patti LaBelle,20,Percentage,8,Eliminated Week 6,7.0,6.0,6.0,6.0,25.0,7.0,7.0,7.0,7.0,28.0,6.0,5.0,5.0,6.0,22.0,8.0,7.0,7.0,8.0,30.0,7.0,6.0,7.0,7.0,27.0,9.0,8.0,8.5,8.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Chris Soules,20,Percentage,5,Eliminated Week 8,7.0,6.0,6.0,7.0,26.0,5.0,6.0,5.0,5.0,21.0,7.0,7.0,7.0,7.0,28.0,7.0,6.0,7.0,7.0,27.0,7.0,6.0,7.0,7.0,27.0,9.0,8.0,9.0,9.0,35.0,8.0,7.0,8.0,8.0,31.0,8.0,7.5,8.5,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Gary Busey,21,Percentage,10,Eliminated Week 4,5.0,5.0,5.0,,15.0,5.5,5.5,5.5,,16.5,6.0,7.0,6.0,6.0,25.0,5.0,6.0,5.0,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Alexa PenaVega,21,Percentage,6,Eliminated Week 9,7.0,7.0,8.0,,22.0,7.5,7.5,8.0,,23.0,9.0,9.0,9.0,9.0,36.0,7.0,7.0,7.0,,21.0,10.0,10.0,10.0,10.0,40.0,8.0,7.0,7.0,8.0,30.0,9.0,9.5,9.0,,27.5,9.6666,8.6666,8.6666,,26.9998,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Carlos PenaVega,21,Percentage,4,Eliminated Week 11,8.0,8.0,7.0,,23.0,7.5,7.5,7.5,,22.5,7.0,8.0,8.0,8.0,31.0,9.0,8.0,8.0,,25.0,10.0,10.0,9.0,10.0,39.0,10.0,9.0,9.0,10.0,38.0,9.0,10.0,9.0,,28.0,9.6666,9.6666,9.6666,,28.9998,9.0,9.0,9.0,,27.0,10.0,10.5,11.0,,31.5,10.0,10.0,10.0,,30.0
Victor Espinoza,21,Percentage,12,Eliminated Week 2,5.0,5.0,5.0,,15.0,6.5,5.5,6.5,,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Alek Skarlatos,21,Percentage,3,3rd Place,8.0,7.0,7.0,,22.0,7.5,7.0,8.0,,22.5,8.0,8.0,9.0,8.0,33.0,8.0,8.0,8.0,,24.0,8.0,7.0,7.0,7.0,29.0,8.0,8.0,7.0,7.0,30.0,9.0,9.0,8.5,,26.5,9.0,8.0,8.0,,25.0,8.5,8.5,8.5,,25.5,9.5,9.5,9.5,,28.5,9.3333,9.3333,9.3333,,27.999899999999997
Chaka Khan,21,Percentage,13,Eliminated Week 2,5.0,4.0,4.0,,13.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Andy Grammer,21,Percentage,7,Eliminated Week 8,7.0,7.0,7.0,,21.0,7.5,7.5,7.0,,22.0,7.0,7.0,8.0,7.0,29.0,7.0,8.0,8.0,,23.0,9.0,9.0,9.0,9.0,36.0,10.0,10.0,10.0,10.0,40.0,9.5,9.5,9.0,,28.0,8.6666,7.6666,7.6666,,23.9998,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Tamar Braxton,21,Percentage,5,Withdrew,8.0,7.0,8.0,,23.0,8.0,8.0,8.5,,24.5,8.0,9.0,8.0,8.0,33.0,9.0,9.0,9.0,,27.0,7.0,7.0,8.0,7.0,29.0,10.0,10.0,10.0,10.0,40.0,9.0,9.0,9.0,,27.0,9.0,9.0,10.0,,28.0,8.5,8.0,8.0,,24.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Nick Carter,21,Percentage,2,2nd Place,8.0,8.0,8.0,,24.0,7.5,7.5,7.5,,22.5,9.0,9.0,9.0,9.0,36.0,9.0,9.0,9.0,,27.0,9.0,9.0,8.0,9.0,35.0,9.0,10.0,10.0,10.0,39.0,9.0,9.0,9.0,,27.0,11.0,11.0,11.0,,33.0,9.0,9.0,9.5,,27.5,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0
Hayes Grier,21,Percentage,8,Eliminated Week 7,7.0,7.0,7.0,,21.0,8.0,7.0,7.5,,22.5,7.0,8.0,7.0,8.0,30.0,9.0,9.0,9.0,,27.0,8.0,8.0,7.0,7.0,30.0,8.0,8.0,8.0,8.0,32.0,9.0,9.5,9.5,,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Bindi Irwin,21,Percentage,1,1st Place,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,8.0,32.0,9.0,9.0,10.0,,28.0,9.0,9.0,10.0,9.0,37.0,10.0,10.0,10.0,10.0,40.0,9.5,10.0,9.5,,29.0,10.0,9.0,9.0,,28.0,10.0,10.0,10.0,,30.0,10.5,10.5,10.5,,31.5,10.0,10.0,10.0,,30.0
Kim Zolciak-Biermann,21,Percentage,11,Withdrew,4.0,4.0,4.0,,12.0,6.5,6.0,6.0,,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Paula Deen,21,Percentage,9,Eliminated Week 6,5.0,5.0,5.0,,15.0,6.5,6.0,6.0,,18.5,5.0,5.0,5.0,5.0,20.0,6.0,6.0,6.0,,18.0,7.0,7.0,6.0,6.0,26.0,6.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Mischa Barton,22,Percentage,11,Eliminated Week 3,5.0,5.0,6.0,,16.0,5.0,5.0,5.0,,15.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kim Fields,22,Percentage,8,Eliminated Week 7,7.0,6.0,7.0,,20.0,7.0,6.0,6.0,,19.0,8.0,7.0,7.0,,22.0,8.0,8.0,8.0,8.0,32.0,8.0,6.0,6.0,8.0,28.0,8.0,8.0,8.0,,24.0,8.5,8.5,9.0,,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
