celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,season_rule,week1_total_score,week1_avg_score,week1_judge_count,week2_total_score,week2_avg_score,week2_judge_count,week3_total_score,week3_avg_score,week3_judge_count,week4_total_score,week4_avg_score,week4_judge_count,week5_total_score,week5_avg_score,week5_judge_count,week6_total_score,week6_avg_score,week6_judge_count,week7_total_score,week7_avg_score,week7_judge_count,week8_total_score,week8_avg_score,week8_judge_count,week9_total_score,week9_avg_score,week9_judge_count,week10_total_score,week10_avg_score,week10_judge_count,week11_total_score,week11_avg_score,week11_judge_count,cumulative_total_score,overall_avg_score,score_trend,is_winner,eliminated_week,final_rank,industry_encoded,country_encoded,season_rule_encoded,active_weeks
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,15.0,5.0,3,21.0,7.0,3,24.0,8.0,3,26.0,6.5,4,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,25.9998,8.6666,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,186.9998,5.469690909090909,0.4186452380952381,False,8.0,,0,22,2,8
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,Ranking_JudgeSave,21.0,7.0,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,28.0,7.0,4,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,31.9998,10.6666,3,36.0,9.0,4,25.5,8.5,3,0.0,0.0,3,265.4998,7.5606,0.31009898989899,False,10.0,,0,22,2,10
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,Ranking_JudgeSave,16.0,5.333333333333333,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,32.0,8.0,4,26.0,8.666666666666666,3,26.0,8.666666666666666,3,25.5,8.5,3,29.9998,9.999933333333333,3,37.0,9.25,4,28.5,9.5,3,29.5,9.833333333333334,3,290.4998,8.28029696969697,0.4128775757575759,False,,2.0,0,22,2,11
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,15.0,5.0,3,15.0,5.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,30.0,0.9090909090909091,0.0,False,-1.0,,2,22,2,2
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,11.0,3.6666666666666665,3,12.0,4.0,3,12.0,4.0,3,20.0,5.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,55.0,1.515151515151515,0.4,False,4.0,,2,22,2,4
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,18.0,6.0,3,23.0,7.666666666666667,3,31.0,7.75,4,24.0,8.0,3,27.0,9.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,141.0,4.037878787878788,0.6023809523809524,False,6.0,,13,22,2,6
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,12.0,4.0,3,16.0,5.333333333333333,3,15.0,5.0,3,21.0,5.25,4,19.0,6.333333333333333,3,21.0,7.0,3,21.0,7.0,3,20.0,6.666666666666667,3,25.0,6.25,4,0.0,0.0,3,0.0,0.0,3,170.0,4.803030303030303,0.3125,False,9.0,,17,22,2,9
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,17.0,5.666666666666667,3,15.0,5.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,32.0,0.9696969696969698,-0.666666666666667,False,2.0,,21,22,2,2
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,Ranking_JudgeSave,19.0,6.333333333333333,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,32.0,8.0,4,23.0,7.666666666666667,3,26.0,8.666666666666666,3,27.0,9.0,3,24.0,8.0,3,35.0,8.75,4,27.0,9.0,3,28.5,9.5,3,280.5,7.992424242424241,0.30984848484848493,False,,,21,22,2,11
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,Ranking_JudgeSave,16.0,5.333333333333333,3,20.0,6.666666666666667,3,24.0,8.0,3,32.0,8.0,4,27.0,9.0,3,25.0,8.333333333333334,3,27.0,9.0,3,30.0,10.0,3,40.0,10.0,4,29.5,9.833333333333334,3,30.0,10.0,3,300.5,8.56060606060606,0.41818181818181815,False,,3.0,21,22,2,11
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,17.0,5.666666666666667,3,19.0,6.333333333333333,3,16.0,5.333333333333333,3,28.0,7.0,4,21.0,7.0,3,25.0,8.333333333333334,3,24.5,8.166666666666666,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,150.5,4.348484848484848,0.47023809523809523,False,7.0,,25,22,2,7
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,Ranking_JudgeSave,20.0,6.666666666666667,3,24.0,8.0,3,21.0,7.0,3,32.0,8.0,4,25.0,8.333333333333334,3,24.0,8.0,3,26.0,8.666666666666666,3,30.9998,10.333266666666667,3,35.5,8.875,4,27.0,9.0,3,29.0,9.666666666666666,3,294.4998,8.412872727272728,0.26931696969696967,True,,1.0,25,22,2,11
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,18.0,6.0,3,15.0,5.0,3,21.0,7.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,72.0,2.1818181818181817,0.2,False,4.0,,0,22,2,4
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,19.0,6.333333333333333,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,98.0,2.96969696969697,0.09999999999999992,False,5.0,,0,22,2,5
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,13.0,4.333333333333333,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,19.0,6.333333333333333,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,171.0,5.181818181818182,0.5595238095238095,False,8.0,,0,22,2,8
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,Ranking_JudgeSave,21.0,7.0,3,15.0,5.0,3,18.0,6.0,3,28.0,9.333333333333334,3,24.0,8.0,3,18.0,6.0,3,27.0,9.0,3,26.9998,8.999933333333333,3,28.9998,9.6666,3,28.5,9.5,3,0.0,0.0,3,235.4996,7.136351515151515,0.4070658585858586,False,10.0,,0,22,2,10
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,Ranking_JudgeSave,21.0,7.0,3,21.0,7.0,3,19.0,6.333333333333333,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,28.9998,9.6666,3,25.9998,8.6666,3,29.0,9.666666666666666,3,30.0,10.0,3,275.9996,8.363624242424244,0.3333303030303031,False,,,0,22,2,11
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,12.0,4.0,3,15.0,5.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,27.0,0.8181818181818182,1.0,False,2.0,,2,22,2,2
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,17.0,5.666666666666667,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,21.0,7.0,3,21.0,7.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,121.0,3.666666666666667,0.27619047619047615,False,6.0,,2,22,2,6
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,18.0,6.0,3,24.0,8.0,3,24.0,8.0,3,29.0,9.666666666666666,3,22.0,7.333333333333333,3,27.0,9.0,3,30.0,10.0,3,30.0,10.0,3,28.5,9.5,3,0.0,0.0,3,250.5,7.590909090909091,0.4252525252525253,False,10.0,,2,22,2,10
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,Ranking_JudgeSave,20.0,6.666666666666667,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,30.0,10.0,3,30.0,10.0,3,28.9998,9.6666,3,30.0,10.0,3,30.0,10.0,3,289.9998,8.787872727272728,0.3545436363636364,False,,2.0,18,22,2,11
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,19.0,6.333333333333333,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,26.0,8.666666666666666,3,27.0,9.0,3,24.9998,8.333266666666667,3,0.0,0.0,3,0.0,0.0,3,210.9998,6.393933333333334,0.36110666666666674,False,9.0,,21,22,2,9
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,Ranking_JudgeSave,16.0,5.333333333333333,3,18.0,6.0,3,18.0,6.0,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,28.5,9.5,3,252.5,7.6515151515151505,0.39242424242424256,False,,3.0,21,22,2,11
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,Ranking_JudgeSave,20.0,6.666666666666667,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,27.0,9.0,3,27.0,9.0,3,24.0,8.0,3,28.0,9.333333333333334,3,30.0,10.0,3,30.0,10.0,3,30.0,10.0,3,286.0,8.666666666666668,0.32121212121212117,True,,1.0,25,3,2,11
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,11.0,3.6666666666666665,3,16.0,5.333333333333333,3,12.0,4.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,39.0,1.1818181818181819,0.16666666666666674,False,3.0,,25,22,2,3
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,19.0,6.333333333333333,3,16.0,5.333333333333333,3,21.0,7.0,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,22.0,7.333333333333333,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,155.0,4.696969696969696,0.42857142857142855,False,7.0,,25,22,2,7
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Ranking_JudgeSave,18.0,6.0,3,18.0,6.0,3,22.0,7.333333333333333,3,21.0,7.0,3,24.0,8.0,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,153.0,4.636363636363637,0.4404761904761905,False,-1.0,,25,22,2,7
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,13.0,3.25,4,15.0,3.75,4,0.0,0.0,3,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,28.0,0.7,0.5,False,2.0,,0,22,2,2
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,24.0,6.0,4,23.0,5.75,4,19.0,6.333333333333333,3,26.0,6.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,92.0,2.458333333333333,0.20833333333333331,False,4.0,,0,22,2,4
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,26.0,6.5,4,27.0,6.75,4,23.0,7.666666666666667,3,36.5,9.125,4,36.0,9.0,4,34.0,8.5,4,38.0,9.5,4,42.0,10.5,4,36.0,9.0,4,0.0,0.0,4,0.0,,0,298.5,7.654166666666667,0.4048611111111111,False,9.0,,0,22,2,9
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,24.0,6.0,4,22.0,5.5,4,20.0,6.666666666666667,3,28.5,7.125,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,94.5,2.529166666666667,0.4541666666666667,False,4.0,,2,22,2,4
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,24.0,6.0,4,26.0,6.5,4,22.0,7.333333333333333,3,32.5,8.125,4,32.0,8.0,4,34.0,8.5,4,32.0,8.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,202.5,5.245833333333333,0.38095238095238093,False,7.0,,2,22,2,7
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,28.0,7.0,4,28.0,7.0,4,21.0,7.0,3,34.0,8.5,4,36.0,9.0,4,36.0,9.0,4,34.0,8.5,4,42.0,10.5,4,37.5,9.375,4,0.0,0.0,4,0.0,,0,296.5,7.5875,0.3916666666666667,False,9.0,,2,22,2,9
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,Ranking_JudgeSave,21.0,5.25,4,25.0,6.25,4,19.0,6.333333333333333,3,31.5,7.875,4,28.0,7.0,4,40.0,10.0,4,34.0,8.5,4,35.0,8.75,4,37.5,9.375,4,40.0,10.0,4,0.0,,0,311.0,7.933333333333333,0.49444444444444446,True,,1.0,2,22,2,10
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,Ranking_JudgeSave,24.0,6.0,4,24.0,6.0,4,18.0,6.0,3,29.0,7.25,4,32.0,8.0,4,36.0,9.0,4,36.0,9.0,4,38.0,9.5,4,35.5,8.875,4,38.0,9.5,4,0.0,,0,310.5,7.9125,0.45681818181818185,False,,3.0,9,22,2,10
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Ranking_JudgeSave,27.0,6.75,4,30.0,7.5,4,22.0,7.333333333333333,3,33.0,8.25,4,36.0,9.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,148.0,3.883333333333333,0.525,False,5.0,,21,8,2,5
